,name,position,team,first_owner,drafted_by,Week01_owner,Week01_points,Week01_status,Week01_RostStatus,Week10_owner,Week10_points,Week10_status,Week10_RostStatus,Week11_owner,Week11_points,Week11_status,Week11_RostStatus,Week12_owner,Week12_points,Week12_status,Week12_RostStatus,Week13_owner,Week13_points,Week13_status,Week13_RostStatus,Week14_owner,Week14_points,Week14_status,Week14_RostStatus,Week15_owner,Week15_points,Week15_status,Week15_RostStatus,Week16_owner,Week16_points,Week16_status,Week16_RostStatus,Week02_owner,Week02_points,Week02_status,Week02_RostStatus,Week03_owner,Week03_points,Week03_status,Week03_RostStatus,Week04_owner,Week04_points,Week04_status,Week04_RostStatus,Week05_owner,Week05_points,Week05_status,Week05_RostStatus,Week06_owner,Week06_points,Week06_status,Week06_RostStatus,Week07_owner,Week07_points,Week07_status,Week07_RostStatus,Week08_owner,Week08_points,Week08_status,Week08_RostStatus,Week09_owner,Week09_points,Week09_status,Week09_RostStatus,Week01_TransStatus,Week10_TransStatus,Week11_TransStatus,Week12_TransStatus,Week13_TransStatus,Week14_TransStatus,Week15_TransStatus,Week16_TransStatus,Week02_TransStatus,Week03_TransStatus,Week04_TransStatus,Week05_TransStatus,Week06_TransStatus,Week07_TransStatus,Week08_TransStatus,Week09_TransStatus
"Crosby, M. K GB","Crosby, M.",K,GB,Liam,,FA,,FA,FA,Liam,6.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,6.0,Active,Starting,Nolan,0.0,Inactive,Bench,Nolan,4.0,Active,Starting,Nolan,5.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,Dropped,FA
Packers DEF,Packers DEF,DEF,Packers,Liam,,FA,,FA,FA,Liam,6.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,Graham,10.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jess,5.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,Kevin,6.0,Active,Starting,FA,,FA,FA,Liam,6.0,Active,Starting,FA,PickedUp,Dropped,FA,PickedUp,Dropped,FA,FA,FA,FA,PickedUp,Dropped,FA,PickedUp,Dropped,PickedUp
"Davis, C. WR TEN","Davis, C.",WR,TEN,Liam,,FA,,FA,FA,Liam,11.7,Inactive,Bench,Liam,16.3,Inactive,Bench,Liam,10.0,Inactive,Bench,Liam,35.2,Inactive,Bench,Liam,4.4,Active,Starting,Liam,21.0,Active,Starting,Liam,0.0,Active,Starting,FA,,FA,FA,Liam,11.9,Active,Starting,Liam,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,26.8,Inactive,Bench,Liam,0.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,None,Dropped,FA,FA,PickedUp,None
Buccaneers DEF,Buccaneers DEF,DEF,Buccaneers,Matt,,FA,,FA,FA,Matt,5.0,Active,Starting,Matt,4.0,Active,Starting,Matt,4.0,Inactive,Bench,Matt,0.0,Inactive,Bench,Matt,9.0,Inactive,Bench,Matt,3.0,Active,Starting,Matt,12.0,Active,Starting,Matt,14.0,Active,Starting,Matt,18.0,Active,Starting,Matt,6.0,Active,Starting,Matt,6.0,Active,Starting,Matt,19.0,Active,Starting,Matt,6.0,Active,Starting,Matt,7.0,Active,Starting,Matt,1.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Brown, A. WR TB","Brown, A.",WR,TB,Matt,,FA,,FA,FA,Matt,13.6,Inactive,Bench,Matt,13.8,Inactive,Bench,Matt,3.3,Active,Starting,Matt,0.0,Inactive,Bench,Matt,9.9,Active,Starting,Matt,20.3,Active,Starting,Matt,13.5,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,0.00,Inactive,Reserve,Matt,0.00,Inactive,Reserve,Matt,6.1,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,PickedUp,None,None
"Tagovailoa, T. QB MIA","Tagovailoa, T.",QB,MIA,Kevin,,FA,,FA,FA,Kevin,14.66,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,0.0,Inactive,Bench,Kevin,5.72,Inactive,Bench,Kevin,21.42,Inactive,Bench,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None
"Carlson, D. K LV","Carlson, D.",K,LV,Kevin,,FA,,FA,FA,Kevin,15.0,Active,Starting,Kevin,7.0,Active,Starting,Kevin,6.0,Active,Starting,Kevin,8.0,Active,Starting,Kevin,9.0,Active,Starting,Kevin,9.0,Active,Starting,Kevin,12.0,Active,Starting,FA,,FA,FA,Nolan,8.0,Active,Starting,Kevin,13.0,Active,Starting,Kevin,10.0,Active,Starting,FA,,FA,FA,Kevin,9.0,Active,Starting,Kevin,10.0,Active,Starting,Kevin,7.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,Traded,None,Dropped,PickedUp,None,None
"Beasley, C. WR BUF","Beasley, C.",WR,BUF,Kevin,,FA,,FA,FA,Kevin,27.9,Inactive,Bench,Kevin,0.0,Inactive,Bench,Kevin,9.3,Inactive,Bench,Kevin,28.0,Inactive,Bench,Kevin,9.1,Inactive,Bench,Kevin,19.2,Active,Starting,Kevin,4.7,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,14.5,Inactive,Bench,FA,,FA,FA,Kevin,4.4,Inactive,Bench,Kevin,6.9,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,PickedUp,Dropped,PickedUp,None
"Williams, M. WR LAC","Williams, M.",WR,LAC,Kevin,,FA,,FA,FA,Kevin,5.8,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Nolan,8.3,Inactive,Bench,Nolan,0.0,Inactive,Bench,Nolan,4.2,Inactive,Bench,Nolan,9.4,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,1.4,Inactive,Bench,FA,,FA,FA,Kevin,13.1,Inactive,Bench,FA,PickedUp,Dropped,FA,PickedUp,None,None,None,Dropped,FA,FA,FA,FA,PickedUp,Dropped,PickedUp
"Henderson, D. RB LA","Henderson, D.",RB,LA,Kevin,,FA,,FA,FA,Kevin,10.3,Inactive,Bench,Kevin,2.9,Inactive,Bench,Kevin,1.9,Inactive,Bench,Kevin,15.4,Inactive,Bench,Kevin,0.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,19.0,Inactive,Bench,Matt,4.7,Active,Starting,Kevin,21.8,Inactive,Bench,Kevin,9.2,Active,Starting,Kevin,9.6,Inactive,Bench,Kevin,6.8,Inactive,Bench,Kevin,0.0,Inactive,Bench,FA,PickedUp,None,None,None,None,Dropped,FA,FA,PickedUp,None,Traded,None,None,None,None
"Edwards, G. RB BAL","Edwards, G.",RB,BAL,Nolan,,FA,,FA,FA,Nolan,8.3,Active,Starting,Nolan,0.6,Inactive,Bench,Nolan,7.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Claypool, C. WR PIT","Claypool, C.",WR,PIT,Nolan,,FA,,FA,FA,Nolan,21.3,Active,Starting,Nolan,15.9,Active,Starting,Nolan,11.2,Active,Starting,Nolan,5.8,Active,Starting,Nolan,4.5,Active,Starting,Nolan,7.8,Active,Starting,Nolan,9.4,Active,Starting,FA,,FA,FA,Sam,3.4,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Nolan,18.1,Active,Starting,Nolan,0.8,Active,Starting,Nolan,13.2,Active,Starting,Nolan,15.3,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,Dropped,FA,PickedUp,None,None,None
"Sanders, J. K MIA","Sanders, J.",K,MIA,Nolan,,FA,,FA,FA,Nolan,14.0,Active,Starting,Nolan,10.0,Active,Starting,Nolan,12.0,Active,Starting,Nolan,14.0,Active,Starting,Nolan,10.0,Active,Starting,Nolan,2.0,Active,Starting,Nolan,15.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,6.0,Active,Starting,FA,,FA,FA,Nolan,4.0,Active,Starting,Nolan,14.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,PickedUp,Dropped,PickedUp,None
"Agholor, N. WR LV","Agholor, N.",WR,LV,Nolan,,FA,,FA,FA,Nolan,1.8,Inactive,Bench,Nolan,20.8,Inactive,Bench,Nolan,10.4,Inactive,Bench,Nolan,7.8,Active,Starting,Nolan,21.0,Inactive,Bench,Nolan,8.9,Inactive,Bench,Nolan,26.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,0.0,Inactive,Bench,Nolan,13.5,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,PickedUp,None
"Higgins, R. WR CLE","Higgins, R.",WR,CLE,Nolan,,FA,,FA,FA,Nolan,7.8,Inactive,Bench,Nolan,9.5,Inactive,Bench,Nolan,2.5,Inactive,Bench,Nolan,21.5,Inactive,Bench,Nolan,18.8,Inactive,Bench,Nolan,11.6,Active,Starting,Nolan,0.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,2.4,Active,Starting,Nolan,0.0,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,PickedUp,None
"Meyers, J. WR NE","Meyers, J.",WR,NE,Nolan,,FA,,FA,FA,Nolan,15.86,Inactive,Bench,Nolan,6.8,Inactive,Bench,Nolan,10.2,Inactive,Bench,Nolan,3.5,Inactive,Bench,Nolan,8.7,Inactive,Bench,Nolan,16.1,Inactive,Bench,Nolan,8.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
Browns DEF,Browns DEF,DEF,Browns,Nolan,,FA,,FA,FA,Nolan,6.0,Inactive,Bench,Nolan,20.0,Inactive,Bench,Nolan,0.0,Active,Starting,Nolan,5.0,Inactive,Bench,Nolan,2.0,Inactive,Bench,Nolan,8.0,Inactive,Bench,Nolan,6.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,7.0,Active,Starting,Nolan,3.0,Inactive,Bench,Nolan,0.0,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,PickedUp,None,None
"Herbert, J. QB LAC","Herbert, J.",QB,LAC,Jess,,FA,,FA,FA,Jess,20.48,Active,Starting,Jess,27.74,Active,Starting,Jess,16.44,Active,Starting,Jess,4.36,Active,Starting,Jess,15.72,Active,Starting,Jess,27.96,Active,Starting,Jess,16.72,Active,Starting,FA,,FA,FA,Jess,14.7,Active,Starting,Jess,23.0,Active,Starting,Jess,27.36,Active,Starting,Jess,0.0,Inactive,Bench,Jess,38.48,Inactive,Bench,Jess,21.22,Active,Starting,Jess,23.44,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,None
"Renfrow, H. WR LV","Renfrow, H.",WR,LV,Jess,,FA,,FA,FA,Jess,7.0,Active,Starting,Jess,6.8,Inactive,Bench,Jess,14.9,Inactive,Bench,Jess,11.0,Inactive,Bench,Jess,7.9,Inactive,Bench,Jess,3.0,Inactive,Bench,Jess,14.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Jess,12.3,Inactive,Bench,Jess,5.2,Active,Starting,Jess,0.0,Inactive,Bench,Jess,8.2,Inactive,Bench,Jess,13.9,Active,Starting,Jess,10.5,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,PickedUp,None,None,None,None,None
"Bailey, D. K MIN","Bailey, D.",K,MIN,Jess,,FA,,FA,FA,Jess,8.0,Active,Starting,Jess,4.0,Active,Starting,Jess,10.0,Active,Starting,Jess,6.0,Active,Starting,Jess,-1.0,Active,Starting,Jess,9.0,Inactive,Bench,Jess,2.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
Rams DEF,Rams DEF,DEF,Rams,Jess,,FA,,FA,FA,Jess,13.0,Active,Starting,Jess,5.0,Active,Starting,Jess,15.0,Active,Starting,Jess,11.0,Active,Starting,Jess,21.0,Active,Starting,Jess,2.0,Active,Starting,Jess,6.0,Active,Starting,Graham,7.0,Active,Starting,Graham,4.0,Active,Starting,Graham,11.0,Active,Starting,Graham,12.0,Active,Starting,Graham,0.0,Active,Starting,Graham,15.0,Active,Starting,Graham,5.0,Active,Starting,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Traded,None,None,None,None,None,None,Dropped
"Williams, J. RB GB","Williams, J.",RB,GB,Jess,,FA,,FA,FA,Jess,8.5,Inactive,Bench,Jess,8.6,Inactive,Bench,Jess,13.3,Inactive,Bench,Jess,5.6,Inactive,Bench,Jess,5.8,Inactive,Bench,Jess,4.0,Inactive,Bench,Jess,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,21.4,Active,Starting,Matt,18.2,Active,Starting,Jess,0.00,Inactive,Reserve,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,PickedUp,None,Traded
"Samuel, C. WR CAR","Samuel, C.",WR,CAR,Sam,,FA,,FA,FA,Sam,4.2,Active,Starting,Sam,21.4,Inactive,Bench,Sam,12.7,Active,Starting,Sam,0.0,Inactive,Bench,Sam,16.00,Inactive,Reserve,Sam,8.8,Active,Starting,Sam,20.8,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,26.8,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp
"Bass, T. K BUF","Bass, T.",K,BUF,Sam,,FA,,FA,FA,Sam,18.0,Active,Starting,Sam,0.0,Inactive,Bench,Sam,11.0,Active,Starting,Sam,10.0,Active,Starting,Sam,7.0,Active,Starting,Sam,12.0,Active,Starting,Sam,8.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
"Tannehill, R. QB TEN","Tannehill, R.",QB,TEN,f,,FA,,FA,FA,f,10.78,Active,Starting,f,21.86,Active,Starting,f,19.14,Active,Starting,f,27.56,Active,Starting,f,16.48,Active,Starting,f,37.02,Active,Starting,f,16.34,Active,Starting,FA,,FA,FA,Matt,12.74,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,17.3,Inactive,Bench,f,17.32,Active,Starting,f,14.62,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,Dropped,FA,FA,PickedUp,None,None
"Patterson, C. WR CHI","Patterson, C.",WR,CHI,f,,FA,,FA,FA,f,26.4,Active,Starting,f,0.0,Inactive,Bench,f,4.9,Inactive,Bench,f,17.8,Active,Starting,f,2.6,Active,Starting,f,8.6,Active,Starting,f,2.2,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
"Cole, K. WR JAX","Cole, K.",WR,JAX,f,,FA,,FA,FA,f,33.0,Active,Starting,f,5.6,Active,Starting,f,7.4,Active,Starting,f,3.0,Active,Starting,f,19.7,Active,Starting,f,4.2,Active,Starting,f,5.6,Active,Starting,FA,,FA,FA,Liam,10.7,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,2.2,Active,Starting,f,0.0,Inactive,Bench,f,2.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,Dropped,FA,FA,PickedUp,None,None
"Graham, J. TE CHI","Graham, J.",TE,CHI,f,,FA,,FA,FA,f,0.0,Active,Starting,f,0.0,Inactive,Bench,f,6.2,Active,Starting,f,0.0,Inactive,Bench,f,12.3,Inactive,Bench,f,4.5,Inactive,Bench,FA,,FA,FA,f,2.8,Inactive,Bench,f,24.0,Inactive,Bench,f,7.3,Inactive,Bench,f,12.3,Inactive,Bench,f,8.4,Inactive,Bench,f,8.1,Active,Starting,f,3.3,Active,Starting,f,17.5,Inactive,Bench,FA,PickedUp,None,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,None,None
"McKissic, J. RB WAS","McKissic, J.",RB,WAS,f,,FA,,FA,FA,f,17.9,Active,Starting,f,9.9,Active,Starting,f,4.7,Active,Starting,f,17.8,Active,Starting,f,10.6,Inactive,Bench,f,25.7,Inactive,Bench,f,23.2,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,7.1,Inactive,Bench,f,0.0,Inactive,Bench,f,17.2,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,FA,PickedUp,None,None
"Gaskin, M. RB MIA","Gaskin, M.",RB,MIA,f,,FA,,FA,FA,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,14.1,Inactive,Bench,f,0.0,Inactive,Bench,f,0.0,Inactive,Bench,f,33.9,Inactive,Bench,f,14.2,Inactive,Bench,f,14.5,Inactive,Bench,f,9.2,Inactive,Bench,f,20.1,Active,Starting,f,16.6,Active,Starting,f,0.0,Inactive,Bench,f,13.3,Active,Starting,f,0.00,Inactive,Reserve,FA,PickedUp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Burkhead, R. RB NE","Burkhead, R.",RB,NE,Lucas,,FA,,FA,FA,FA,,FA,FA,Lucas,3.2,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Chargers DEF,Chargers DEF,DEF,Chargers,Lucas,,FA,,FA,FA,FA,,FA,FA,Lucas,9.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,4.0,Active,Starting,Matt,3.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Jake,3.0,Active,Starting,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,Traded,Dropped,FA,PickedUp,Dropped
Football Team DEF,Football Team DEF,DEF,TFootballeFootballaFootballm,Graham,,FA,,FA,FA,FA,,FA,FA,Graham,12.0,Active,Starting,Graham,15.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,Sam,3.0,Active,Starting,Sam,9.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,5.0,Active,Starting,FA,FA,PickedUp,None,Dropped,FA,PickedUp,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp
"Roethlisberger, B. QB PIT","Roethlisberger, B.",QB,PIT,Liam,,FA,,FA,FA,FA,,FA,FA,Liam,16.68,Active,Starting,FA,,FA,FA,Sam,18.2,Inactive,Bench,Sam,13.48,Inactive,Bench,Sam,6.7,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,21.36,Active,Starting,Matt,10.98,Active,Starting,Matt,12.62,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,PickedUp,None,None,Dropped,FA,FA,FA,PickedUp,None,None,Dropped,FA
"Ballage, K. RB LAC","Ballage, K.",RB,LAC,Liam,,FA,,FA,FA,FA,,FA,FA,Liam,14.1,Active,Starting,Liam,0.0,Inactive,Bench,Liam,6.9,Inactive,Bench,Liam,3.0,Inactive,Bench,Liam,7.1,Inactive,Bench,Liam,4.6,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,None,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
"Hyde, C. RB SEA","Hyde, C.",RB,SEA,Matt,,FA,,FA,FA,FA,,FA,FA,Matt,17.5,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Lucas,0.0,Inactive,Bench,Lucas,0.0,Inactive,Bench,Lucas,0.0,Inactive,Bench,FA,,FA,FA,Graham,0.0,Inactive,Bench,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,None,None,Dropped,PickedUp,Dropped
Bears DEF,Bears DEF,DEF,Bears,Matt,,FA,,FA,FA,FA,,FA,FA,Matt,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Valdes-Scantling, M. WR GB","Valdes-Scantling, M.",WR,GB,Kevin,,FA,,FA,FA,FA,,FA,FA,Kevin,6.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,9.4,Inactive,Bench,Liam,1.5,Active,Starting,Liam,8.5,Active,Starting,Liam,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,PickedUp,Traded,None,None,Dropped,FA,FA,FA
"Grant, J. WR MIA","Grant, J.",WR,MIA,Sam,,FA,,FA,FA,FA,,FA,FA,Sam,4.1,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Prater, M. K DET","Prater, M.",K,DET,Sam,,FA,,FA,FA,FA,,FA,FA,Sam,0.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Harris, D. WR NO","Harris, D.",WR,NO,f,,FA,,FA,FA,FA,,FA,FA,f,7.8,Active,Starting,f,0.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,PickedUp,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Gore, F. RB NYJ","Gore, F.",RB,NYJ,Lucas,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Lucas,11.6,Active,Starting,Lucas,0.2,Active,Starting,Lucas,2.1,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,PickedUp,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Hill, B. RB ATL","Hill, B.",RB,ATL,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,5.5,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Seahawks DEF,Seahawks DEF,DEF,Seahawks,Matt,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,9.0,Active,Starting,Matt,9.0,Active,Starting,Matt,12.0,Active,Starting,Matt,9.0,Inactive,Bench,Matt,9.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Kevin,5.0,Active,Starting,Kevin,7.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,Dropped,FA,PickedUp,None,Dropped,FA,FA,FA
"Carr, D. QB LV","Carr, D.",QB,LV,Matt,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,0.6,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,12.54,Active,Starting,Jake,14.0,Inactive,Bench,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None
Giants DEF,Giants DEF,DEF,Giants,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,9.0,Active,Starting,FA,,FA,FA,Sam,1.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,14.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,PickedUp,Dropped,PickedUp,Dropped,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA
